,address,categories,primary categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
136,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza With Anchovies,Angelas Italian Restaurant,28227,NC
137,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza with Mushrooms,Angelas Italian Restaurant,28227,NC
138,9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Charlotte,US,35.172024,-80.70837900000001,13.95,13.95,New York Style Pizza With Onions,Angelas Italian Restaurant,28227,NC
139,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,21.99,21.99,Stuffed Spinach Pizza,Mama Carmelas Pizza,11377,NY
140,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,15.75,15.75,Regular Cheese Pizza Pie,Mama Carmelas Pizza,11377,NY
141,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,17.99,17.99,Salad Pizza,Mama Carmelas Pizza,11377,NY
142,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,17.99,17.99,Chicken & Tomato Pizza,Mama Carmelas Pizza,11377,NY
143,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,16.99,16.99,Fresh Mozzarella Marinara Pizza,Mama Carmelas Pizza,11377,NY
144,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,17.99,17.99,Broccoli White Pizza,Mama Carmelas Pizza,11377,NY
145,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,17.99,17.99,Lasagna Pizza,Mama Carmelas Pizza,11377,NY
146,4914 30th Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodside,US,40.760309,-73.907433,17.99,17.99,Spinach White Pizza,Mama Carmelas Pizza,11377,NY
147,346 S Santa Fe Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Edmond,US,35.651610999999995,-97.512964,20.99,20.99,Large Specialty Calzone and Large Specialty Pizza,Stars Stripes Pizza,73003,OK
148,346 S Santa Fe Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Edmond,US,35.651610999999995,-97.512964,16.99,16.99,Two Large Single Topping Pizzas,Stars Stripes Pizza,73003,OK
149,346 S Santa Fe Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Edmond,US,35.651610999999995,-97.512964,18.99,18.99,Large Single Topping and Large Specialty Pizza,Stars Stripes Pizza,73003,OK
150,181 E Broadway,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.714197,-73.989389,16.0,16.0,Sicilian Pizza,East Broadway Pizza,10002,NY
151,607 Merrick Rd,Pizza Place,Accommodation & Food Services,Rockville Centre,US,40.654078000000005,-73.630974,16.25,16.25,Regular 2 Topping Pizza,Bonbinos Pizzeria,11570,NY
152,607 Merrick Rd,Pizza Place,Accommodation & Food Services,Rockville Centre,US,40.654078000000005,-73.630974,18.25,18.25,Regular 3 Topping Pizza,Bonbinos Pizzeria,11570,NY
153,607 Merrick Rd,Pizza Place,Accommodation & Food Services,Rockville Centre,US,40.654078000000005,-73.630974,24.0,24.0,Chicago Pizza,Bonbinos Pizzeria,11570,NY
154,154 Church Steet,Pizza Place,Accommodation & Food Services,New York,US,40.71499,-74.00785,2.5,2.5,Cheese Pizza Slices,Dona Bella Pizza,10007,NY
155,154 Church Steet,Pizza Place,Accommodation & Food Services,New York,US,40.71499,-74.00785,16.0,16.0,Cheese Pizza,Dona Bella Pizza,10007,NY
156,471 Pinetown Rd,Pizza Place,Accommodation & Food Services,Fort Washington,US,40.138935,-75.195355,6.99,6.99,White Pizza,Lucianis Brick Oven Pizzeria,19034,PA
157,471 Pinetown Rd,Pizza Place,Accommodation & Food Services,Fort Washington,US,40.138935,-75.195355,3.99,3.99,Pizza Fries,Lucianis Brick Oven Pizzeria,19034,PA
158,471 Pinetown Rd,Pizza Place,Accommodation & Food Services,Fort Washington,US,40.138935,-75.195355,12.99,12.99,Pizza Capri,Lucianis Brick Oven Pizzeria,19034,PA
159,471 Pinetown Rd,Pizza Place,Accommodation & Food Services,Fort Washington,US,40.138935,-75.195355,4.59,4.59,Pizza Burger,Lucianis Brick Oven Pizzeria,19034,PA
160,285 E Alessandro Blvd,"Pizza,Italian Restaurant,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Riverside,US,33.915287,-117.32883700000001,21.95,14.45,Bbq Chicken Pizza,Romanos Chicago Pizzeria,92508,CA
161,16948 E Shea Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Fountain Hills,US,33.574011,-111.713952,2.5,2.5,Pepperoni Pizza Pinwheel,Redendos Pizzeria,85268,AZ
162,140-142 Las Tunas Dr,Pizza Place,Accommodation & Food Services,Arcadia,US,34.107566999999996,-118.03618200000001,3.75,3.75,Pizza Dough Sticks,Alex DiPeppes,91007,CA
163,1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Altamonte Springs,US,28.686584000000003,-81.403849,9.5,9.5,Spinach On Pizza Bianca,Papa Joes,32714,FL
164,1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Altamonte Springs,US,28.686584000000003,-81.403849,7.0,7.0,Personal Pizza (per Topping),Papa Joes,32714,FL
165,1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Altamonte Springs,US,28.686584000000003,-81.403849,2.0,2.0,Pizza By the Slice,Papa Joes,32714,FL
166,1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Altamonte Springs,US,28.686584000000003,-81.403849,7.0,7.0,Personal Pizza (Per Topping),Papa Joes,32714,FL
167,1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Altamonte Springs,US,28.686584000000003,-81.403849,16.0,16.0,White (pizza Bianca),Papa Joes,32714,FL
168,1090 Montgomery Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Altamonte Springs,US,28.686584000000003,-81.403849,2.0,2.0,Pizza By The Slice,Papa Joes,32714,FL
169,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Good Boy Pizza Gluten Free,Bowzers Pizza,94501,CA
170,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Bulldog Pizza Gluten Free,Bowzers Pizza,94501,CA
171,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Basset Hound Pizza,Bowzers Pizza,94501,CA
172,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Loaded Baked Potato Pizza,Bowzers Pizza,94501,CA
173,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Thai39d Up Pizza Gluten Free,Bowzers Pizza,94501,CA
174,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Muzzarella Pizza,Bowzers Pizza,94501,CA
175,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Bowzer39s Hula Supreme Pizza Gluten Free,Bowzers Pizza,94501,CA
176,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Bark Pizza Gluten Free,Bowzers Pizza,94501,CA
177,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Bad Boy Pizza,Bowzers Pizza,94501,CA
178,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Bowzer39s Favorite Pizza Gluten Free,Bowzers Pizza,94501,CA
179,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Bruschetta Pizza,Bowzers Pizza,94501,CA
180,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,All Aboard Veggie Pizza,Bowzers Pizza,94501,CA
181,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Backyard BBQ Pizza,Bowzers Pizza,94501,CA
182,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,14.0,14.0,Gluten Free Crust Pizza,Bowzers Pizza,94501,CA
183,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,All Aboard Veggie Pizza Gluten Free,Bowzers Pizza,94501,CA
184,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Garden Gourmet Pizza Gluten Free,Bowzers Pizza,94501,CA
185,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Bowzer39s Supreme Pizza Gluten Free,Bowzers Pizza,94501,CA
186,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,20.0,20.0,Bowzer39s Garden Pizza Gluten Free,Bowzers Pizza,94501,CA
187,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Bowzer39s Supreme Pizza,Bowzers Pizza,94501,CA
188,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Pesto Presto Pizza,Bowzers Pizza,94501,CA
189,1330 Park St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Alameda,US,37.763389000000004,-122.243626,22.0,22.0,Basset Hound Pizza,Bowzers Pizza,94501,CA
190,321 W San Francisco St,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Santa Fe,US,35.688306,-105.94262900000001,6.25,6.25,Pizza Margherita,Il Vicino,87501,NM
191,321 W San Francisco St,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Santa Fe,US,35.688306,-105.94262900000001,6.25,6.25,Pizza Margherita,Il Vicino,87501,NM
192,1540 Johnston St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Lafayette,US,30.213724,-92.02301999999999,5.99,5.99,Cheese Pizza,Bisbano's Pizza Parlor,70503,LA
193,1540 Johnston St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Lafayette,US,30.213724,-92.02301999999999,9.99,9.99,Bacon Cheeseburger Pizza,Bisbano's Pizza Parlor,70503,LA
194,329 Massachusetts Ave,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Indianapolis,US,39.77139687,-86.15371764,11.95,11.95,Pizza Alla Quattro Formaggio,Bazbeaux Pizza,46204,IN
195,4698 S Whitnall Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Saint Francis,US,42.960947,-87.879166,4.0,4.0,S39mores Pizza,Papa Murphys,53235,WI
196,829 N Douglas St,"Restaurant,Pizza Place",Accommodation & Food Services,El Segundo,US,33.927667,-118.38358899999999,7.99,7.99,Cheese Pizza,zpizza,90245,CA
197,829 N Douglas St,"Restaurant,Pizza Place",Accommodation & Food Services,El Segundo,US,33.927667,-118.38358899999999,7.99,7.99,Build Your Own Pizza,zpizza,90245,CA
198,133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Midlothian,US,37.501901000000004,-77.638267,13.5,13.5,Vegetarian Pizza,A New York Slice,23114,VA
199,133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Midlothian,US,37.501901000000004,-77.638267,2.15,2.15,Cheese Pizza,A New York Slice,23114,VA
200,133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Midlothian,US,37.501901000000004,-77.638267,13.5,13.5,Biancaneve (White Pizza),A New York Slice,23114,VA
201,133 Browns Way Rd,"Pizza,Restaurant,Pizza Place Midlothian,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Midlothian,US,37.501901000000004,-77.638267,12.5,12.5,Sicilian Pizza (square),A New York Slice,23114,VA
202,1210 8th St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Alamosa,US,37.464259999999996,-105.87438700000001,9.99,9.99,"14"" Large Cheese Pizza",SLV Pizza Company,81101,CO
203,1185 Spring Centre South Blvd,Pizza Place,Accommodation & Food Services,Altamonte Springs,US,28.687632,-81.392252,15.49,15.49,White Pizza,Specialty Pizza Express,32714,FL
204,1185 Spring Centre South Blvd,Pizza Place,Accommodation & Food Services,Altamonte Springs,US,28.687632,-81.392252,15.49,15.49,White Pizza,Specialty Pizza Express,32714,FL
205,1124 W Elizabeth St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Fort Collins,US,40.575047999999995,-105.09718400000001,8.99,8.99,Cherry Dessert Pizza,Krazy Karls Pizza,80521,CO
206,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,8.25,8.25,Pizza Burger Deluxe,Royal Kings Pizza,11220,NY
207,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,8.25,8.25,Pizza Burger Deluxe,Royal Kings Pizza,11220,NY
208,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,4.5,4.5,Bacon Pizza,Royal Kings Pizza,11220,NY
209,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,27.0,27.0,Supreme Sicilian Pizza,Royal Kings Pizza,11220,NY
210,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,14.0,14.0,Cheese Pizza,Royal Kings Pizza,11220,NY
211,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,20.0,20.0,Fresh Mozzarella Pizza,Royal Kings Pizza,11220,NY
212,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,4.5,4.5,Vodka Sauce Pizza,Royal Kings Pizza,11220,NY
213,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,4.5,4.5,Taco Pizza,Royal Kings Pizza,11220,NY
214,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,2.75,2.75,Cheese Pizza Slice,Royal Kings Pizza,11220,NY
215,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,4.5,4.5,Primavera Pizza,Royal Kings Pizza,11220,NY
216,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,22.0,22.0,Meat Lover Pizza,Royal Kings Pizza,11220,NY
217,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,4.5,4.5,Jalapeno Pizza,Royal Kings Pizza,11220,NY
218,5211 5th Ave,"Cheesesteaks,Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,40.6437,-74.01174,13.0,13.0,Cheese Pizza,Royal Kings Pizza,11220,NY
219,30130 23 Mile Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,New Baltimore,US,42.674001000000004,-82.805755,6.99,6.99,Pizza Sub Deluxe,Hungry Howies Pizza,48047,MI
220,30130 23 Mile Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,New Baltimore,US,42.674001000000004,-82.805755,5.99,5.99,Pizza Sub,Hungry Howies Pizza,48047,MI
221,30130 23 Mile Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,New Baltimore,US,42.674001000000004,-82.805755,9.0,9.0,10ampquot by 14ampquot Deep Dish Pizza,Hungry Howies Pizza,48047,MI
222,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,15.49,15.49,Small Amore Pollo Alfredo with Just Chicken GlutenFree Pizza,Coburg Pizza Company,97477,OR
223,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,20.49,20.49,Xalapa Jalapeno Popper Pizza,Coburg Pizza Company,97477,OR
224,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,16.49,16.49,Small Bianca con Pollo GlutenFree Pizza,Coburg Pizza Company,97477,OR
225,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,16.99,16.99,Small Formaggio di Florence GlutenFree Pizza,Coburg Pizza Company,97477,OR
226,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,17.29,17.29,Small Big Texas BBQ Chicken with Pineapple GlutenFree Pizza,Coburg Pizza Company,97477,OR
227,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,16.79,16.79,Small Pisa Meatzaball GlutenFree Pizza,Coburg Pizza Company,97477,OR
228,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,13.79,13.79,Michelangelo Herbed Chicken Rosso Pizza,Coburg Pizza Company,97477,OR
229,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,16.99,16.99,Small Cool California Club GlutenFree Pizza,Coburg Pizza Company,97477,OR
230,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,12.49,12.49,Athens Greek Vegetarian Pizza,Coburg Pizza Company,97477,OR
231,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,12.49,12.49,Mediterranean Piatto Pizza,Coburg Pizza Company,97477,OR
232,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,14.89,14.89,The Route 66 Pizza,Coburg Pizza Company,97477,OR
233,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,16.79,16.79,Small Michelangelo Herbed Chicken Bianca GlutenFree Pizza,Coburg Pizza Company,97477,OR
234,1710 Centennial Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,44.056504,-122.99923700000001,13.79,13.79,Milano Garlic Chicken Pizza,Coburg Pizza Company,97477,OR
